SourceRow;Filename;WorkerID;Prefix_ASC;TailRaw;TailLen;PairCount;TrailingChar;FirstZeroPos;SignificantLen;W01;W02;W03;W04;W05;W06;W07;W08;W09;W10;W01_ASC;W02_ASC;W03_ASC;W04_ASC;W05_ASC;W06_ASC;W07_ASC;W08_ASC;W09_ASC;W10_ASC;W01_B36;W02_B36;W03_B36;W04_B36;W05_B36;W06_B36;W07_B36;W08_B36;W09_B36;W10_B36;T01_RAW;T02_RAW;T03_RAW;T04_RAW;T05_RAW;T06_RAW;T07_RAW;T08_RAW;T09_RAW;T10_RAW;T11_RAW;T01_NUM;T02_NUM;T03_NUM;T04_NUM;T05_NUM;T06_NUM;T07_NUM;T08_NUM;T09_NUM;T10_NUM;T11_NUM;T01_PLUS31;T02_PLUS31;T03_PLUS31;T04_PLUS31;T05_PLUS31;T06_PLUS31;T07_PLUS31;T08_PLUS31;T09_PLUS31;T10_PLUS31;T11_PLUS31;T01_MATCH_W;T02_MATCH_W;T03_MATCH_W;T04_MATCH_W;T05_MATCH_W;T06_MATCH_W;T07_MATCH_W;T08_MATCH_W;T09_MATCH_W;T10_MATCH_W;T11_MATCH_W;;;SOUHRN;
42;040I180N0H0H0H0H0I0H0I161K2A1P1J1K1J1K1L1J1K0--0I180N220I0H0I6526;1K60000101;35;0I180N220I0H0I6526;18;9;;4;3;1;K;6;0;0;0;0;1;0;1;49;75;54;48;48;48;48;49;48;49;18;44;23;17;17;17;17;18;17;18;0I;18;0N;22;0I;0H;0I;65;26;;;18;44;23;74;18;17;18;221;78;;;49;75;54;105;49;48;49;252;109;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
43;040I190M0H0H0H0H0I0H0I161K2B1O1J1K1J1K1L1J1K0--0I190M220I0H0I6526;1L50000101;35;0I190M220I0H0I6526;18;9;;4;3;1;L;5;0;0;0;0;1;0;1;49;76;53;48;48;48;48;49;48;49;18;45;22;17;17;17;17;18;17;18;0I;19;0M;22;0I;0H;0I;65;26;;;18;45;22;74;18;17;18;221;78;;;49;76;53;105;49;48;49;252;109;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
44;040I1A0L0H0H0H0H0I0H0I161K2C1N1J1K1J1K1L1J1K0--0I1A0L220I0H0I6526;1M40000101;35;0I1A0L220I0H0I6526;18;9;;4;3;1;M;4;0;0;0;0;1;0;1;49;77;52;48;48;48;48;49;48;49;18;46;21;17;17;17;17;18;17;18;0I;1A;0L;22;0I;0H;0I;65;26;;;18;46;21;74;18;17;18;221;78;;;49;77;52;105;49;48;49;252;109;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
45;040K1N1G19170H0H0I0H0I161M2P2I2B291J1K1L1J1K0--0K1N1G19170G0I0H0I630I0;3ZSLJ00101;35;0K1N1G19170G0I0H0I630I0;23;11;0;6;5;3;Z;S;L;J;0;0;1;0;1;51;90;83;76;74;48;48;49;48;49;20;59;52;45;43;17;17;18;17;18;0K;1N;1G;19;17;0G;0I;0H;0I;63;0I;20;59;52;45;43;16;18;17;18;219;18;51;90;83;76;74;47;49;48;49;250;49;W01;W02;W03;W04;W05;;W08,W10;W06,W07,W09;W08,W10;;W08,W10;;;;
46;040M191G1L170H0H0I0H0I161O2B2I2N291J1K1L1J1K0--0M191G1L170G0I0H0I630I0;5LSXJ00101;35;0M191G1L170G0I0H0I630I0;23;11;0;6;5;5;L;S;X;J;0;0;1;0;1;53;76;83;88;74;48;48;49;48;49;22;45;52;57;43;17;17;18;17;18;0M;19;1G;1L;17;0G;0I;0H;0I;63;0I;22;45;52;57;43;16;18;17;18;219;18;53;76;83;88;74;47;49;48;49;250;49;W01;W02;W03;W04;W05;;W08,W10;W06,W07,W09;W08,W10;;W08,W10;;;;
47;041G0M1E1G170H0H0I0H0I162I1O2G2I291J1K1L1J1K0--1G0M1E1G170G0I0H0I630I0;S5QSJ00101;35;1G0M1E1G170G0I0H0I630I0;23;11;0;6;5;S;5;Q;S;J;0;0;1;0;1;83;53;81;83;74;48;48;49;48;49;52;22;50;52;43;17;17;18;17;18;1G;0M;1E;1G;17;0G;0I;0H;0I;63;0I;52;22;50;52;43;16;18;17;18;219;18;83;53;81;83;74;47;49;48;49;250;49;W01,W04;W02;W03;W01,W04;W05;;W08,W10;W06,W07,W09;W08,W10;;W08,W10;;;;
48;041K0N181H170H0H0I0H0I162M1P2A2J291J1K1L1J1K0--1K0N181H170G0I0H0I630I0;W6KTJ00101;35;1K0N181H170G0I0H0I630I0;23;11;0;6;5;W;6;K;T;J;0;0;1;0;1;87;54;75;84;74;48;48;49;48;49;56;23;44;53;43;17;17;18;17;18;1K;0N;18;1H;17;0G;0I;0H;0I;63;0I;56;23;44;53;43;16;18;17;18;219;18;87;54;75;84;74;47;49;48;49;250;49;W01;W02;W03;W04;W05;;W08,W10;W06,W07,W09;W08,W10;;W08,W10;;;;
49;041M0Z0Y1D170H0H0I0H0I162O21202F291J1K1L1J1K0--1M0Z0Y1D170G0I0H0I630I0;YBAPJ00101;35;1M0Z0Y1D170G0I0H0I630I0;23;11;0;6;5;Y;B;A;P;J;0;0;1;0;1;89;66;65;80;74;48;48;49;48;49;58;35;34;49;43;17;17;18;17;18;1M;0Z;0Y;1D;17;0G;0I;0H;0I;63;0I;58;35;34;49;43;16;18;17;18;219;18;89;66;65;80;74;47;49;48;49;250;49;W01;W02;W03;W04;W05;;W08,W10;W06,W07,W09;W08,W10;;W08,W10;;;;
50;050I0Y0Y0H0H0H0H0I0H0I181L21221K1L1K1L1M1K1L0--0I0Y0Y230I0I0H6527;1AA0000101;36;0I0Y0Y230I0I0H6527;18;9;;4;3;1;A;A;0;0;0;0;1;0;1;49;65;65;48;48;48;48;49;48;49;18;34;34;17;17;17;17;18;17;18;0I;0Y;0Y;23;0I;0I;0H;65;27;;;18;34;34;75;18;18;17;221;79;;;49;65;65;106;49;49;48;252;110;;;W01,W08,W10;W02,W03;W02,W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
51;050I160Q0H0H0H0H0I0H0I181L291T1K1L1K1L1M1K1L0--0I160Q230I0I0H6527;1I90000101;36;0I160Q230I0I0H6527;18;9;;4;3;1;I;9;0;0;0;0;1;0;1;49;73;57;48;48;48;48;49;48;49;18;42;26;17;17;17;17;18;17;18;0I;16;0Q;23;0I;0I;0H;65;27;;;18;42;26;75;18;18;17;221;79;;;49;73;57;106;49;49;48;252;110;;;W01,W08,W10;W02;W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
52;050I180O0H0H0H0H0I0H0I181L2B1R1K1L1K1L1M1K1L0--0I180O230I0I0H6527;1K70000101;36;0I180O230I0I0H6527;18;9;;4;3;1;K;7;0;0;0;0;1;0;1;49;75;55;48;48;48;48;49;48;49;18;44;24;17;17;17;17;18;17;18;0I;18;0O;23;0I;0I;0H;65;27;;;18;44;24;75;18;18;17;221;79;;;49;75;55;106;49;49;48;252;110;;;W01,W08,W10;W02;W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
53;050I1D0J0H0H0H0H0I0H0I181L2G1M1K1L1K1L1M1K1L0--0I1D0J230I0I0H6527;1P20000101;36;0I1D0J230I0I0H6527;18;9;;4;3;1;P;2;0;0;0;0;1;0;1;49;80;50;48;48;48;48;49;48;49;18;49;19;17;17;17;17;18;17;18;0I;1D;0J;23;0I;0I;0H;65;27;;;18;49;19;75;18;18;17;221;79;;;49;80;50;106;49;49;48;252;110;;;W01,W08,W10;W02;W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
54;050J160P0H0H0H0H0I0H0I181M291S1K1L1K1L1M1K1L0--0J160P230I0I0H6527;2I80000101;36;0J160P230I0I0H6527;18;9;;4;3;2;I;8;0;0;0;0;1;0;1;50;73;56;48;48;48;48;49;48;49;19;42;25;17;17;17;17;18;17;18;0J;16;0P;23;0I;0I;0H;65;27;;;19;42;25;75;18;18;17;221;79;;;50;73;56;106;49;49;48;252;110;;;W01;W02;W03;;W08,W10;W08,W10;W04,W05,W06,W07,W09;;;;;;;;
55;05141I111A170H0H0I0H0I18272L242D2A1K1L1M1K1L0--141I111A170H0I0I0H630J0;GUDMJ00101;36;141I111A170H0I0I0H630J0;23;11;0;6;5;G;U;D;M;J;0;0;1;0;1;71;85;68;77;74;48;48;49;48;49;40;54;37;46;43;17;17;18;17;18;14;1I;11;1A;17;0H;0I;0I;0H;63;0J;40;54;37;46;43;17;18;18;17;219;19;71;85;68;77;74;48;49;49;48;250;50;W01;W02;W03;W04;W05;W06,W07,W09;W08,W10;W08,W10;W06,W07,W09;;;;;;
56;0516131A1E170H0H0I0H0I1829262D2H2A1K1L1M1K1L0--16131A1E170H0I0I0H630J0;IFMQJ00101;36;16131A1E170H0I0I0H630J0;23;11;0;6;5;I;F;M;Q;J;0;0;1;0;1;73;70;77;81;74;48;48;49;48;49;42;39;46;50;43;17;17;18;17;18;16;13;1A;1E;17;0H;0I;0I;0H;63;0J;42;39;46;50;43;17;18;18;17;219;19;73;70;77;81;74;48;49;49;48;250;50;W01;W02;W03;W04;W05;W06,W07,W09;W08,W10;W08,W10;W06,W07,W09;;;;;;
57;05170Q0H0H0H0H0H0I0H0I182A1T1K1L1K1L1K1L1K1L0--170Q0Q0I0I0H660V0;J900000101;36;170Q0Q0I0I0H660V0;17;8;0;3;2;J;9;0;0;0;0;0;1;0;1;74;57;48;48;48;48;48;49;48;49;43;26;17;17;17;17;17;18;17;18;17;0Q;0Q;0I;0I;0H;66;0V;;;;43;26;26;18;18;17;222;31;;;;74;57;57;49;49;48;253;62;;;;W01;W02;W02;W08,W10;W08,W10;W03,W04,W05,W06,W07,W09;;;;;;;;;
58;05180P0H0H0H0H0H0I0H0I182B1S1K1L1K1L1K1L1K1L0--180P0Q0I0I0H660V0;K800000101;36;180P0Q0I0I0H660V0;17;8;0;3;2;K;8;0;0;0;0;0;1;0;1;75;56;48;48;48;48;48;49;48;49;44;25;17;17;17;17;17;18;17;18;18;0P;0Q;0I;0I;0H;66;0V;;;;44;25;26;18;18;17;222;31;;;;75;56;57;49;49;48;253;62;;;;W01;W02;;W08,W10;W08,W10;W03,W04,W05,W06,W07,W09;;;;;;;;;
59;051814191C170H0H0I0H0I182B272C2F2A1K1L1M1K1L0--1814191C170H0I0I0H630J0;KGLOJ00101;36;1814191C170H0I0I0H630J0;23;11;0;6;5;K;G;L;O;J;0;0;1;0;1;75;71;76;79;74;48;48;49;48;49;44;40;45;48;43;17;17;18;17;18;18;14;19;1C;17;0H;0I;0I;0H;63;0J;44;40;45;48;43;17;18;18;17;219;19;75;71;76;79;74;48;49;49;48;250;50;W01;W02;W03;W04;W05;W06,W07,W09;W08,W10;W08,W10;W06,W07,W09;;;;;;
60;05190N0I0H0H0H0H0I0H0I182C1Q1L1K1L1K1L1M1K1L0--190N0I230I0I0H6527;L610000101;36;190N0I230I0I0H6527;18;9;;4;3;L;6;1;0;0;0;0;1;0;1;76;54;49;48;48;48;48;49;48;49;45;23;18;17;17;17;17;18;17;18;19;0N;0I;23;0I;0I;0H;65;27;;;45;23;18;75;18;18;17;221;79;;;76;54;49;106;49;49;48;252;110;;;W01;W02;W03,W08,W10;;W03,W08,W10;W03,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
61;05190O0H0H0H0H0H0I0H0I182C1R1K1L1K1L1K1L1K1L0--190O0Q0I0I0H660V0;L700000101;36;190O0Q0I0I0H660V0;17;8;0;3;2;L;7;0;0;0;0;0;1;0;1;76;55;48;48;48;48;48;49;48;49;45;24;17;17;17;17;17;18;17;18;19;0O;0Q;0I;0I;0H;66;0V;;;;45;24;26;18;18;17;222;31;;;;76;55;57;49;49;48;253;62;;;;W01;W02;;W08,W10;W08,W10;W03,W04,W05,W06,W07,W09;;;;;;;;;
62;051G160P1M170H0H0I0H0I182J291S2P2A1K1L1M1K1L0--1G160P1M170H0I0I0H630J0;SI8YJ00101;36;1G160P1M170H0I0I0H630J0;23;11;0;6;5;S;I;8;Y;J;0;0;1;0;1;83;73;56;89;74;48;48;49;48;49;52;42;25;58;43;17;17;18;17;18;1G;16;0P;1M;17;0H;0I;0I;0H;63;0J;52;42;25;58;43;17;18;18;17;219;19;83;73;56;89;74;48;49;49;48;250;50;W01;W02;W03;W04;W05;W06,W07,W09;W08,W10;W08,W10;W06,W07,W09;;;;;;
63;060I0Y0Z0H0H0H0H0I0H0I1A1M22231L1M1L1M1N1L1M0--0I0Y0Z240I0H0I6528;1AB0000101;37;0I0Y0Z240I0H0I6528;18;9;;4;3;1;A;B;0;0;0;0;1;0;1;49;65;66;48;48;48;48;49;48;49;18;34;35;17;17;17;17;18;17;18;0I;0Y;0Z;24;0I;0H;0I;65;28;;;18;34;35;76;18;17;18;221;80;;;49;65;66;107;49;48;49;252;111;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
64;060I0Z0Y0H0H0H0H0I0H0I1A1M23221L1M1L1M1N1L1M0--0I0Z0Y240I0H0I6528;1BA0000101;37;0I0Z0Y240I0H0I6528;18;9;;4;3;1;B;A;0;0;0;0;1;0;1;49;66;65;48;48;48;48;49;48;49;18;35;34;17;17;17;17;18;17;18;0I;0Z;0Y;24;0I;0H;0I;65;28;;;18;35;34;76;18;17;18;221;80;;;49;66;65;107;49;48;49;252;111;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
65;060I170Q0H0H0H0H0I0H0I1A1M2B1U1L1M1L1M1N1L1M0--0I170Q240I0H0I6528;1J90000101;37;0I170Q240I0H0I6528;18;9;;4;3;1;J;9;0;0;0;0;1;0;1;49;74;57;48;48;48;48;49;48;49;18;43;26;17;17;17;17;18;17;18;0I;17;0Q;24;0I;0H;0I;65;28;;;18;43;26;76;18;17;18;221;80;;;49;74;57;107;49;48;49;252;111;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
66;060I180P0H0H0H0H0I0H0I1A1M2C1T1L1M1L1M1N1L1M0--0I180P240I0H0I6528;1K80000101;37;0I180P240I0H0I6528;18;9;;4;3;1;K;8;0;0;0;0;1;0;1;49;75;56;48;48;48;48;49;48;49;18;44;25;17;17;17;17;18;17;18;0I;18;0P;24;0I;0H;0I;65;28;;;18;44;25;76;18;17;18;221;80;;;49;75;56;107;49;48;49;252;111;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
67;060I1C0L0H0H0H0H0I0H0I1A1M2G1P1L1M1L1M1N1L1M0--0I1C0L240I0H0I6528;1O40000101;37;0I1C0L240I0H0I6528;18;9;;4;3;1;O;4;0;0;0;0;1;0;1;49;79;52;48;48;48;48;49;48;49;18;48;21;17;17;17;17;18;17;18;0I;1C;0L;24;0I;0H;0I;65;28;;;18;48;21;76;18;17;18;221;80;;;49;79;52;107;49;48;49;252;111;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
68;060J160Q0H0H0H0H0I0H0I1A1N2A1U1L1M1L1M1N1L1M0--0J160Q240I0H0I6528;2I90000101;37;0J160Q240I0H0I6528;18;9;;4;3;2;I;9;0;0;0;0;1;0;1;50;73;57;48;48;48;48;49;48;49;19;42;26;17;17;17;17;18;17;18;0J;16;0Q;24;0I;0H;0I;65;28;;;19;42;26;76;18;17;18;221;80;;;50;73;57;107;49;48;49;252;111;;;W01;W02;W03;;W08,W10;W04,W05,W06,W07,W09;W08,W10;;;;;;;;
69;060J170P0H0H0H0H0I0H0I1A1N2B1T1L1M1L1M1N1L1M0--0J170P240I0H0I6528;2J80000101;37;0J170P240I0H0I6528;18;9;;4;3;2;J;8;0;0;0;0;1;0;1;50;74;56;48;48;48;48;49;48;49;19;43;25;17;17;17;17;18;17;18;0J;17;0P;24;0I;0H;0I;65;28;;;19;43;25;76;18;17;18;221;80;;;50;74;56;107;49;48;49;252;111;;;W01;W02;W03;;W08,W10;W04,W05,W06,W07,W09;W08,W10;;;;;;;;
70;060K190M0H0H0H0H0I0H0I1A1O2D1Q1L1M1L1M1N1L1M0--0K190M240I0H0I6528;3L50000101;37;0K190M240I0H0I6528;18;9;;4;3;3;L;5;0;0;0;0;1;0;1;51;76;53;48;48;48;48;49;48;49;20;45;22;17;17;17;17;18;17;18;0K;19;0M;24;0I;0H;0I;65;28;;;20;45;22;76;18;17;18;221;80;;;51;76;53;107;49;48;49;252;111;;;W01;W02;W03;;W08,W10;W04,W05,W06,W07,W09;W08,W10;;;;;;;;
71;06190P0H0H0H0H0H0I0H0I1A2D1T1L1M1L1M1L1M1L1M0--190P0R0I0H0I660W0;L800000101;37;190P0R0I0H0I660W0;17;8;0;3;2;L;8;0;0;0;0;0;1;0;1;76;56;48;48;48;48;48;49;48;49;45;25;17;17;17;17;17;18;17;18;19;0P;0R;0I;0H;0I;66;0W;;;;45;25;27;18;17;18;222;32;;;;76;56;58;49;48;49;253;63;;;;W01;W02;;W08,W10;W03,W04,W05,W06,W07,W09;W08,W10;;;;;;;;;
72;061A0O0H0H0H0H0H0I0H0I1A2E1S1L1M1L1M1L1M1L1M0--1A0O0R0I0H0I660W0;M700000101;37;1A0O0R0I0H0I660W0;17;8;0;3;2;M;7;0;0;0;0;0;1;0;1;77;55;48;48;48;48;48;49;48;49;46;24;17;17;17;17;17;18;17;18;1A;0O;0R;0I;0H;0I;66;0W;;;;46;24;27;18;17;18;222;32;;;;77;55;58;49;48;49;253;63;;;;W01;W02;;W08,W10;W03,W04,W05,W06,W07,W09;W08,W10;;;;;;;;;
73;061G0I0H0H0H0H0H0I0H0I1A2K1M1L1M1L1M1L1M1L1M0--1G0I0R0I0H0I660W0;S100000101;37;1G0I0R0I0H0I660W0;17;8;0;3;2;S;1;0;0;0;0;0;1;0;1;83;49;48;48;48;48;48;49;48;49;52;18;17;17;17;17;17;18;17;18;1G;0I;0R;0I;0H;0I;66;0W;;;;52;18;27;18;17;18;222;32;;;;83;49;58;49;48;49;253;63;;;;W01;W02,W08,W10;;W02,W08,W10;W03,W04,W05,W06,W07,W09;W02,W08,W10;;;;;;;;;
74;061N0M1F1A170H0H0I0H0I1A2R1Q2J2E2B1L1M1N1L1M0--1N0M1F1A170I0I0H0I630K0;Z5RMJ00101;37;1N0M1F1A170I0I0H0I630K0;23;11;0;6;5;Z;5;R;M;J;0;0;1;0;1;90;53;82;77;74;48;48;49;48;49;59;22;51;46;43;17;17;18;17;18;1N;0M;1F;1A;17;0I;0I;0H;0I;63;0K;59;22;51;46;43;18;18;17;18;219;20;90;53;82;77;74;49;49;48;49;250;51;W01;W02;W03;W04;W05;W08,W10;W08,W10;W06,W07,W09;W08,W10;;;;;;
75;070I0Y100H0H0H0H0I0H0I1C1N23251M1N1M1N1O1M1N0--0I0Y10250I0I0H6529;1AC0000101;38;0I0Y10250I0I0H6529;18;9;;4;3;1;A;C;0;0;0;0;1;0;1;49;65;67;48;48;48;48;49;48;49;18;34;36;17;17;17;17;18;17;18;0I;0Y;10;25;0I;0I;0H;65;29;;;18;34;36;77;18;18;17;221;81;;;49;65;67;108;49;49;48;252;112;;;W01,W08,W10;W02;W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
76;070I0Z0Z0H0H0H0H0I0H0I1C1N24251M1N1M1N1O1M1N0--0I0Z0Z250I0I0H6529;1BB0000101;38;0I0Z0Z250I0I0H6529;18;9;;4;3;1;B;B;0;0;0;0;1;0;1;49;66;66;48;48;48;48;49;48;49;18;35;35;17;17;17;17;18;17;18;0I;0Z;0Z;25;0I;0I;0H;65;29;;;18;35;35;77;18;18;17;221;81;;;49;66;66;108;49;49;48;252;112;;;W01,W08,W10;W02,W03;W02,W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
77;070I100Y0H0H0H0H0I0H0I1C1N25231M1N1M1N1O1M1N0--0I100Y250I0I0H6529;1CA0000101;38;0I100Y250I0I0H6529;18;9;;4;3;1;C;A;0;0;0;0;1;0;1;49;67;65;48;48;48;48;49;48;49;18;36;34;17;17;17;17;18;17;18;0I;10;0Y;25;0I;0I;0H;65;29;;;18;36;34;77;18;18;17;221;81;;;49;67;65;108;49;49;48;252;112;;;W01,W08,W10;W02;W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
78;070I190P0H0H0H0H0I0H0I1C1N2E1U1M1N1M1N1O1M1N0--0I190P250I0I0H6529;1L80000101;38;0I190P250I0I0H6529;18;9;;4;3;1;L;8;0;0;0;0;1;0;1;49;76;56;48;48;48;48;49;48;49;18;45;25;17;17;17;17;18;17;18;0I;19;0P;25;0I;0I;0H;65;29;;;18;45;25;77;18;18;17;221;81;;;49;76;56;108;49;49;48;252;112;;;W01,W08,W10;W02;W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
79;070I1C0M0H0H0H0H0I0H0I1C1N2H1R1M1N1M1N1O1M1N0--0I1C0M250I0I0H6529;1O50000101;38;0I1C0M250I0I0H6529;18;9;;4;3;1;O;5;0;0;0;0;1;0;1;49;79;53;48;48;48;48;49;48;49;18;48;22;17;17;17;17;18;17;18;0I;1C;0M;25;0I;0I;0H;65;29;;;18;48;22;77;18;18;17;221;81;;;49;79;53;108;49;49;48;252;112;;;W01,W08,W10;W02;W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
80;070K190N0H0H0H0H0I0H0I1C1P2E1S1M1N1M1N1O1M1N0--0K190N250I0I0H6529;3L60000101;38;0K190N250I0I0H6529;18;9;;4;3;3;L;6;0;0;0;0;1;0;1;51;76;54;48;48;48;48;49;48;49;20;45;23;17;17;17;17;18;17;18;0K;19;0N;25;0I;0I;0H;65;29;;;20;45;23;77;18;18;17;221;81;;;51;76;54;108;49;49;48;252;112;;;W01;W02;W03;;W08,W10;W08,W10;W04,W05,W06,W07,W09;;;;;;;;
81;070L1M1D1F170H0H0I0H0I1C1Q2R2I2K2C1M1N1O1M1N0--0L1M1D1F170J0I0I0H630L0;4YPRJ00101;38;0L1M1D1F170J0I0I0H630L0;23;11;0;6;5;4;Y;P;R;J;0;0;1;0;1;52;89;80;82;74;48;48;49;48;49;21;58;49;51;43;17;17;18;17;18;0L;1M;1D;1F;17;0J;0I;0I;0H;63;0L;21;58;49;51;43;19;18;18;17;219;21;52;89;80;82;74;50;49;49;48;250;52;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;W01;;;;
82;070O1L1B1F170H0H0I0H0I1C1T2Q2G2K2C1M1N1O1M1N0--0O1L1B1F170J0I0I0H630L0;7XNRJ00101;38;0O1L1B1F170J0I0I0H630L0;23;11;0;6;5;7;X;N;R;J;0;0;1;0;1;55;88;78;82;74;48;48;49;48;49;24;57;47;51;43;17;17;18;17;18;0O;1L;1B;1F;17;0J;0I;0I;0H;63;0L;24;57;47;51;43;19;18;18;17;219;21;55;88;78;82;74;50;49;49;48;250;52;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
83;07190Q0H0H0H0H0H0I0H0I1C2E1V1M1N1M1N1M1N1M1N0--190Q0S0I0I0H660X0;L900000101;38;190Q0S0I0I0H660X0;17;8;0;3;2;L;9;0;0;0;0;0;1;0;1;76;57;48;48;48;48;48;49;48;49;45;26;17;17;17;17;17;18;17;18;19;0Q;0S;0I;0I;0H;66;0X;;;;45;26;28;18;18;17;222;33;;;;76;57;59;49;49;48;253;64;;;;W01;W02;;W08,W10;W08,W10;W03,W04,W05,W06,W07,W09;;;;;;;;;
84;071A14191C170H0H0I0H0I1C2F292E2H2C1M1N1O1M1N0--1A14191C170J0I0I0H630L0;MGLOJ00101;38;1A14191C170J0I0I0H630L0;23;11;0;6;5;M;G;L;O;J;0;0;1;0;1;77;71;76;79;74;48;48;49;48;49;46;40;45;48;43;17;17;18;17;18;1A;14;19;1C;17;0J;0I;0I;0H;63;0L;46;40;45;48;43;19;18;18;17;219;21;77;71;76;79;74;50;49;49;48;250;52;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
85;071F0K0H0H0H0H0H0I0H0I1C2K1P1M1N1M1N1M1N1M1N0--1F0K0S0I0I0H660X0;R300000101;38;1F0K0S0I0I0H660X0;17;8;0;3;2;R;3;0;0;0;0;0;1;0;1;82;51;48;48;48;48;48;49;48;49;51;20;17;17;17;17;17;18;17;18;1F;0K;0S;0I;0I;0H;66;0X;;;;51;20;28;18;18;17;222;33;;;;82;51;59;49;49;48;253;64;;;;W01;W02;;W08,W10;W08,W10;W03,W04,W05,W06,W07,W09;;;;;;;;;
86;071G0J0H0H0H0H0H0I0H0I1C2L1O1M1N1M1N1M1N1M1N0--1G0J0S0I0I0H660X0;S200000101;38;1G0J0S0I0I0H660X0;17;8;0;3;2;S;2;0;0;0;0;0;1;0;1;83;50;48;48;48;48;48;49;48;49;52;19;17;17;17;17;17;18;17;18;1G;0J;0S;0I;0I;0H;66;0X;;;;52;19;28;18;18;17;222;33;;;;83;50;59;49;49;48;253;64;;;;W01;W02;;W08,W10;W08,W10;W03,W04,W05,W06,W07,W09;;;;;;;;;
87;071H0I0H0H0H0H0H0I0H0I1C2M1N1M1N1M1N1M1N1M1N0--1H0I0S0I0I0H660X0;T100000101;38;1H0I0S0I0I0H660X0;17;8;0;3;2;T;1;0;0;0;0;0;1;0;1;84;49;48;48;48;48;48;49;48;49;53;18;17;17;17;17;17;18;17;18;1H;0I;0S;0I;0I;0H;66;0X;;;;53;18;28;18;18;17;222;33;;;;84;49;59;49;49;48;253;64;;;;W01;W02,W08,W10;;W02,W08,W10;W02,W08,W10;W03,W04,W05,W06,W07,W09;;;;;;;;;
88;071I160P1M170H0H0I0H0I1C2N2B1U2R2C1M1N1O1M1N0--1I160P1M170J0I0I0H630L0;UI8YJ00101;38;1I160P1M170J0I0I0H630L0;23;11;0;6;5;U;I;8;Y;J;0;0;1;0;1;85;73;56;89;74;48;48;49;48;49;54;42;25;58;43;17;17;18;17;18;1I;16;0P;1M;17;0J;0I;0I;0H;63;0L;54;42;25;58;43;19;18;18;17;219;21;85;73;56;89;74;50;49;49;48;250;52;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
89;071K0O1G1B170H0H0I0H0I1C2P1T2L2G2C1M1N1O1M1N0--1K0O1G1B170J0I0I0H630L0;W7SNJ00101;38;1K0O1G1B170J0I0I0H630L0;23;11;0;6;5;W;7;S;N;J;0;0;1;0;1;87;55;83;78;74;48;48;49;48;49;56;24;52;47;43;17;17;18;17;18;1K;0O;1G;1B;17;0J;0I;0I;0H;63;0L;56;24;52;47;43;19;18;18;17;219;21;87;55;83;78;74;50;49;49;48;250;52;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
90;071N0N181H170H0H0I0H0I1C2S1S2D2M2C1M1N1O1M1N0--1N0N181H170J0I0I0H630L0;Z6KTJ00101;38;1N0N181H170J0I0I0H630L0;23;11;0;6;5;Z;6;K;T;J;0;0;1;0;1;90;54;75;84;74;48;48;49;48;49;59;23;44;53;43;17;17;18;17;18;1N;0N;18;1H;17;0J;0I;0I;0H;63;0L;59;23;44;53;43;19;18;18;17;219;21;90;54;75;84;74;50;49;49;48;250;52;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
