SourceRow;Filename;CastPredDash;Blok1Raw;Blok1Decoded;Prefix;WorkerID;Blok2Raw;Blok2Decoded;TailRaw;TailDecoded;TrailingChar;P01;P02;P03;P04;P05;P06;P07;P08;P09;P10;P11;P12;P13;P14;P15;P16;P17;P18;P19;P20;P21;P22;T01;T02;T03;T04;T05;T06;T07;T08;T09;T10;T11;TailTrailingChar
36;030J190K0H0H0H0H0I0H0I141K2A1L1I1J1I1J1K1I1J0--0J190K210I0I0H6525;030J190K0H0H0H0H0I0H0I141K2A1L1I1J1I1J1K1I1J0;030J190K0H0H0H0H0I0H0I;"""2L30000101";"""";2L30000101;141K2A1L1I1J1I1J1K1I1J;GWqXUVUVWUV;0J190K210I0I0H6525;2L3h110ül;0;03;0J;19;0K;0H;0H;0H;0H;0I;0H;0I;14;1K;2A;1L;1I;1J;1I;1J;1K;1I;1J;0J;19;0K;21;0I;0I;0H;65;25;;;
37;0310151G1A170H0H0I0H0I1421262H2B281I1J1K1I1J0--10151G1A170F0I0I0H630H0;0310151G1A170H0H0I0H0I1421262H2B281I1J1K1I1J0;0310151G1A170H0H0I0H0I;"""CHSMJ00101";"""";CHSMJ00101;1421262H2B281I1J1K1I1J;GhmxroUVWUV;10151G1A170F0I0I0H630H0;CHSMJ.110ú0;0;03;10;15;1G;1A;17;0H;0H;0I;0H;0I;14;21;26;2H;2B;28;1I;1J;1K;1I;1J;10;15;1G;1A;17;0F;0I;0I;0H;63;0H;0
38;03170O0H0H0H0H0H0I0H0I14281P1I1J1I1J1I1J1I1J0--170O0O0I0I0H660T0;03170O0H0H0H0H0H0I0H0I14281P1I1J1I1J1I1J1I1J0;03170O0H0H0H0H0H0I0H0I;"""J700000101";"""";J700000101;14281P1I1J1I1J1I1J1I1J;Go\UVUVUVUV;170O0O0I0I0H660T0;J77110ý<;0;03;17;0O;0H;0H;0H;0H;0H;0I;0H;0I;14;28;1P;1I;1J;1I;1J;1I;1J;1I;1J;17;0O;0O;0I;0I;0H;66;0T;;;;0
39;031C0M1E1J170H0H0I0H0I142D1N2F2K281I1J1K1I1J0--1C0M1E1J170F0I0I0H630H0;031C0M1E1J170H0H0I0H0I142D1N2F2K281I1J1K1I1J0;031C0M1E1J170H0H0I0H0I;"""O5QVJ00101";"""";O5QVJ00101;142D1N2F2K281I1J1K1I1J;GtZv{oUVWUV;1C0M1E1J170F0I0I0H630H0;O5QVJ.110ú0;0;03;1C;0M;1E;1J;17;0H;0H;0I;0H;0I;14;2D;1N;2F;2K;28;1I;1J;1K;1I;1J;1C;0M;1E;1J;17;0F;0I;0I;0H;63;0H;0
40;040I160P0H0H0H0H0I0H0I161K281R1J1K1J1K1L1J1K0--0I160P220I0H0I6526;040I160P0H0H0H0H0I0H0I161K281R1J1K1J1K1L1J1K0;040I160P0H0H0H0H0I0H0I;#1I80000101;#;1I80000101;161K281R1J1K1J1K1L1J1K;IWo^VWVWXVW;0I160P220I0H0I6526;1I8i101üm;0;04;0I;16;0P;0H;0H;0H;0H;0I;0H;0I;16;1K;28;1R;1J;1K;1J;1K;1L;1J;1K;0I;16;0P;22;0I;0H;0I;65;26;;;
41;040I170O0H0H0H0H0I0H0I161K291Q1J1K1J1K1L1J1K0--0I170O220I0H0I6526;040I170O0H0H0H0H0I0H0I161K291Q1J1K1J1K1L1J1K0;040I170O0H0H0H0H0I0H0I;#1J70000101;#;1J70000101;161K291Q1J1K1J1K1L1J1K;IWp]VWVWXVW;0I170O220I0H0I6526;1J7i101üm;0;04;0I;17;0O;0H;0H;0H;0H;0I;0H;0I;16;1K;29;1Q;1J;1K;1J;1K;1L;1J;1K;0I;17;0O;22;0I;0H;0I;65;26;;;
42;040I180N0H0H0H0H0I0H0I161K2A1P1J1K1J1K1L1J1K0--0I180N220I0H0I6526;040I180N0H0H0H0H0I0H0I161K2A1P1J1K1J1K1L1J1K0;040I180N0H0H0H0H0I0H0I;#1K60000101;#;1K60000101;161K2A1P1J1K1J1K1L1J1K;IWq\VWVWXVW;0I180N220I0H0I6526;1K6i101üm;0;04;0I;18;0N;0H;0H;0H;0H;0I;0H;0I;16;1K;2A;1P;1J;1K;1J;1K;1L;1J;1K;0I;18;0N;22;0I;0H;0I;65;26;;;
43;040I190M0H0H0H0H0I0H0I161K2B1O1J1K1J1K1L1J1K0--0I190M220I0H0I6526;040I190M0H0H0H0H0I0H0I161K2B1O1J1K1J1K1L1J1K0;040I190M0H0H0H0H0I0H0I;#1L50000101;#;1L50000101;161K2B1O1J1K1J1K1L1J1K;IWr[VWVWXVW;0I190M220I0H0I6526;1L5i101üm;0;04;0I;19;0M;0H;0H;0H;0H;0I;0H;0I;16;1K;2B;1O;1J;1K;1J;1K;1L;1J;1K;0I;19;0M;22;0I;0H;0I;65;26;;;
44;040I1A0L0H0H0H0H0I0H0I161K2C1N1J1K1J1K1L1J1K0--0I1A0L220I0H0I6526;040I1A0L0H0H0H0H0I0H0I161K2C1N1J1K1J1K1L1J1K0;040I1A0L0H0H0H0H0I0H0I;#1M40000101;#;1M40000101;161K2C1N1J1K1J1K1L1J1K;IWsZVWVWXVW;0I1A0L220I0H0I6526;1M4i101üm;0;04;0I;1A;0L;0H;0H;0H;0H;0I;0H;0I;16;1K;2C;1N;1J;1K;1J;1K;1L;1J;1K;0I;1A;0L;22;0I;0H;0I;65;26;;;
45;040K1N1G19170H0H0I0H0I161M2P2I2B291J1K1L1J1K0--0K1N1G19170G0I0H0I630I0;040K1N1G19170H0H0I0H0I161M2P2I2B291J1K1L1J1K0;040K1N1G19170H0H0I0H0I;#3ZSLJ00101;#;3ZSLJ00101;161M2P2I2B291J1K1L1J1K;IY€yrpVWXVW;0K1N1G19170G0I0H0I630I0;3ZSLJ/101ú1;0;04;0K;1N;1G;19;17;0H;0H;0I;0H;0I;16;1M;2P;2I;2B;29;1J;1K;1L;1J;1K;0K;1N;1G;19;17;0G;0I;0H;0I;63;0I;0
46;040M191G1L170H0H0I0H0I161O2B2I2N291J1K1L1J1K0--0M191G1L170G0I0H0I630I0;040M191G1L170H0H0I0H0I161O2B2I2N291J1K1L1J1K0;040M191G1L170H0H0I0H0I;#5LSXJ00101;#;5LSXJ00101;161O2B2I2N291J1K1L1J1K;I[ry~pVWXVW;0M191G1L170G0I0H0I630I0;5LSXJ/101ú1;0;04;0M;19;1G;1L;17;0H;0H;0I;0H;0I;16;1O;2B;2I;2N;29;1J;1K;1L;1J;1K;0M;19;1G;1L;17;0G;0I;0H;0I;63;0I;0
47;041G0M1E1G170H0H0I0H0I162I1O2G2I291J1K1L1J1K0--1G0M1E1G170G0I0H0I630I0;041G0M1E1G170H0H0I0H0I162I1O2G2I291J1K1L1J1K0;041G0M1E1G170H0H0I0H0I;#S5QSJ00101;#;S5QSJ00101;162I1O2G2I291J1K1L1J1K;Iy[wypVWXVW;1G0M1E1G170G0I0H0I630I0;S5QSJ/101ú1;0;04;1G;0M;1E;1G;17;0H;0H;0I;0H;0I;16;2I;1O;2G;2I;29;1J;1K;1L;1J;1K;1G;0M;1E;1G;17;0G;0I;0H;0I;63;0I;0
48;041K0N181H170H0H0I0H0I162M1P2A2J291J1K1L1J1K0--1K0N181H170G0I0H0I630I0;041K0N181H170H0H0I0H0I162M1P2A2J291J1K1L1J1K0;041K0N181H170H0H0I0H0I;#W6KTJ00101;#;W6KTJ00101;162M1P2A2J291J1K1L1J1K;I}\qzpVWXVW;1K0N181H170G0I0H0I630I0;W6KTJ/101ú1;0;04;1K;0N;18;1H;17;0H;0H;0I;0H;0I;16;2M;1P;2A;2J;29;1J;1K;1L;1J;1K;1K;0N;18;1H;17;0G;0I;0H;0I;63;0I;0
49;041M0Z0Y1D170H0H0I0H0I162O21202F291J1K1L1J1K0--1M0Z0Y1D170G0I0H0I630I0;041M0Z0Y1D170H0H0I0H0I162O21202F291J1K1L1J1K0;041M0Z0Y1D170H0H0I0H0I;#YBAPJ00101;#;YBAPJ00101;162O21202F291J1K1L1J1K;IhgvpVWXVW;1M0Z0Y1D170G0I0H0I630I0;YBAPJ/101ú1;0;04;1M;0Z;0Y;1D;17;0H;0H;0I;0H;0I;16;2O;21;20;2F;29;1J;1K;1L;1J;1K;1M;0Z;0Y;1D;17;0G;0I;0H;0I;63;0I;0
50;050I0Y0Y0H0H0H0H0I0H0I181L21221K1L1K1L1M1K1L0--0I0Y0Y230I0I0H6527;050I0Y0Y0H0H0H0H0I0H0I181L21221K1L1K1L1M1K1L0;050I0Y0Y0H0H0H0H0I0H0I;$1AA0000101;$;1AA0000101;181L21221K1L1K1L1M1K1L;KXhiWXWXYWX;0I0Y0Y230I0I0H6527;1AAj110ün;0;05;0I;0Y;0Y;0H;0H;0H;0H;0I;0H;0I;18;1L;21;22;1K;1L;1K;1L;1M;1K;1L;0I;0Y;0Y;23;0I;0I;0H;65;27;;;
51;050I160Q0H0H0H0H0I0H0I181L291T1K1L1K1L1M1K1L0--0I160Q230I0I0H6527;050I160Q0H0H0H0H0I0H0I181L291T1K1L1K1L1M1K1L0;050I160Q0H0H0H0H0I0H0I;$1I90000101;$;1I90000101;181L291T1K1L1K1L1M1K1L;KXp`WXWXYWX;0I160Q230I0I0H6527;1I9j110ün;0;05;0I;16;0Q;0H;0H;0H;0H;0I;0H;0I;18;1L;29;1T;1K;1L;1K;1L;1M;1K;1L;0I;16;0Q;23;0I;0I;0H;65;27;;;
52;050I180O0H0H0H0H0I0H0I181L2B1R1K1L1K1L1M1K1L0--0I180O230I0I0H6527;050I180O0H0H0H0H0I0H0I181L2B1R1K1L1K1L1M1K1L0;050I180O0H0H0H0H0I0H0I;$1K70000101;$;1K70000101;181L2B1R1K1L1K1L1M1K1L;KXr^WXWXYWX;0I180O230I0I0H6527;1K7j110ün;0;05;0I;18;0O;0H;0H;0H;0H;0I;0H;0I;18;1L;2B;1R;1K;1L;1K;1L;1M;1K;1L;0I;18;0O;23;0I;0I;0H;65;27;;;
53;050I1D0J0H0H0H0H0I0H0I181L2G1M1K1L1K1L1M1K1L0--0I1D0J230I0I0H6527;050I1D0J0H0H0H0H0I0H0I181L2G1M1K1L1K1L1M1K1L0;050I1D0J0H0H0H0H0I0H0I;$1P20000101;$;1P20000101;181L2G1M1K1L1K1L1M1K1L;KXwYWXWXYWX;0I1D0J230I0I0H6527;1P2j110ün;0;05;0I;1D;0J;0H;0H;0H;0H;0I;0H;0I;18;1L;2G;1M;1K;1L;1K;1L;1M;1K;1L;0I;1D;0J;23;0I;0I;0H;65;27;;;
54;050J160P0H0H0H0H0I0H0I181M291S1K1L1K1L1M1K1L0--0J160P230I0I0H6527;050J160P0H0H0H0H0I0H0I181M291S1K1L1K1L1M1K1L0;050J160P0H0H0H0H0I0H0I;$2I80000101;$;2I80000101;181M291S1K1L1K1L1M1K1L;KYp_WXWXYWX;0J160P230I0I0H6527;2I8j110ün;0;05;0J;16;0P;0H;0H;0H;0H;0I;0H;0I;18;1M;29;1S;1K;1L;1K;1L;1M;1K;1L;0J;16;0P;23;0I;0I;0H;65;27;;;
55;05141I111A170H0H0I0H0I18272L242D2A1K1L1M1K1L0--141I111A170H0I0I0H630J0;05141I111A170H0H0I0H0I18272L242D2A1K1L1M1K1L0;05141I111A170H0H0I0H0I;$GUDMJ00101;$;GUDMJ00101;18272L242D2A1K1L1M1K1L;Kn|ktqWXYWX;141I111A170H0I0I0H630J0;GUDMJ0110ú2;0;05;14;1I;11;1A;17;0H;0H;0I;0H;0I;18;27;2L;24;2D;2A;1K;1L;1M;1K;1L;14;1I;11;1A;17;0H;0I;0I;0H;63;0J;0
56;0516131A1E170H0H0I0H0I1829262D2H2A1K1L1M1K1L0--16131A1E170H0I0I0H630J0;0516131A1E170H0H0I0H0I1829262D2H2A1K1L1M1K1L0;0516131A1E170H0H0I0H0I;$IFMQJ00101;$;IFMQJ00101;1829262D2H2A1K1L1M1K1L;KpmtxqWXYWX;16131A1E170H0I0I0H630J0;IFMQJ0110ú2;0;05;16;13;1A;1E;17;0H;0H;0I;0H;0I;18;29;26;2D;2H;2A;1K;1L;1M;1K;1L;16;13;1A;1E;17;0H;0I;0I;0H;63;0J;0
57;05170Q0H0H0H0H0H0I0H0I182A1T1K1L1K1L1K1L1K1L0--170Q0Q0I0I0H660V0;05170Q0H0H0H0H0H0I0H0I182A1T1K1L1K1L1K1L1K1L0;05170Q0H0H0H0H0H0I0H0I;$J900000101;$;J900000101;182A1T1K1L1K1L1K1L1K1L;Kq`WXWXWXWX;170Q0Q0I0I0H660V0;J99110ý>;0;05;17;0Q;0H;0H;0H;0H;0H;0I;0H;0I;18;2A;1T;1K;1L;1K;1L;1K;1L;1K;1L;17;0Q;0Q;0I;0I;0H;66;0V;;;;0
58;05180P0H0H0H0H0H0I0H0I182B1S1K1L1K1L1K1L1K1L0--180P0Q0I0I0H660V0;05180P0H0H0H0H0H0I0H0I182B1S1K1L1K1L1K1L1K1L0;05180P0H0H0H0H0H0I0H0I;$K800000101;$;K800000101;182B1S1K1L1K1L1K1L1K1L;Kr_WXWXWXWX;180P0Q0I0I0H660V0;K89110ý>;0;05;18;0P;0H;0H;0H;0H;0H;0I;0H;0I;18;2B;1S;1K;1L;1K;1L;1K;1L;1K;1L;18;0P;0Q;0I;0I;0H;66;0V;;;;0
59;051814191C170H0H0I0H0I182B272C2F2A1K1L1M1K1L0--1814191C170H0I0I0H630J0;051814191C170H0H0I0H0I182B272C2F2A1K1L1M1K1L0;051814191C170H0H0I0H0I;$KGLOJ00101;$;KGLOJ00101;182B272C2F2A1K1L1M1K1L;KrnsvqWXYWX;1814191C170H0I0I0H630J0;KGLOJ0110ú2;0;05;18;14;19;1C;17;0H;0H;0I;0H;0I;18;2B;27;2C;2F;2A;1K;1L;1M;1K;1L;18;14;19;1C;17;0H;0I;0I;0H;63;0J;0
60;05190N0I0H0H0H0H0I0H0I182C1Q1L1K1L1K1L1M1K1L0--190N0I230I0I0H6527;05190N0I0H0H0H0H0I0H0I182C1Q1L1K1L1K1L1M1K1L0;05190N0I0H0H0H0H0I0H0I;$L610000101;$;L610000101;182C1Q1L1K1L1K1L1M1K1L;Ks]XWXWXYWX;190N0I230I0I0H6527;L61j110ün;0;05;19;0N;0I;0H;0H;0H;0H;0I;0H;0I;18;2C;1Q;1L;1K;1L;1K;1L;1M;1K;1L;19;0N;0I;23;0I;0I;0H;65;27;;;
61;05190O0H0H0H0H0H0I0H0I182C1R1K1L1K1L1K1L1K1L0--190O0Q0I0I0H660V0;05190O0H0H0H0H0H0I0H0I182C1R1K1L1K1L1K1L1K1L0;05190O0H0H0H0H0H0I0H0I;$L700000101;$;L700000101;182C1R1K1L1K1L1K1L1K1L;Ks^WXWXWXWX;190O0Q0I0I0H660V0;L79110ý>;0;05;19;0O;0H;0H;0H;0H;0H;0I;0H;0I;18;2C;1R;1K;1L;1K;1L;1K;1L;1K;1L;19;0O;0Q;0I;0I;0H;66;0V;;;;0
62;051G160P1M170H0H0I0H0I182J291S2P2A1K1L1M1K1L0--1G160P1M170H0I0I0H630J0;051G160P1M170H0H0I0H0I182J291S2P2A1K1L1M1K1L0;051G160P1M170H0H0I0H0I;$SI8YJ00101;$;SI8YJ00101;182J291S2P2A1K1L1M1K1L;Kzp_€qWXYWX;1G160P1M170H0I0I0H630J0;SI8YJ0110ú2;0;05;1G;16;0P;1M;17;0H;0H;0I;0H;0I;18;2J;29;1S;2P;2A;1K;1L;1M;1K;1L;1G;16;0P;1M;17;0H;0I;0I;0H;63;0J;0
63;060I0Y0Z0H0H0H0H0I0H0I1A1M22231L1M1L1M1N1L1M0--0I0Y0Z240I0H0I6528;060I0Y0Z0H0H0H0H0I0H0I1A1M22231L1M1L1M1N1L1M0;060I0Y0Z0H0H0H0H0I0H0I;%1AB0000101;%;1AB0000101;1A1M22231L1M1L1M1N1L1M;MYijXYXYZXY;0I0Y0Z240I0H0I6528;1ABk101üo;0;06;0I;0Y;0Z;0H;0H;0H;0H;0I;0H;0I;1A;1M;22;23;1L;1M;1L;1M;1N;1L;1M;0I;0Y;0Z;24;0I;0H;0I;65;28;;;
64;060I0Z0Y0H0H0H0H0I0H0I1A1M23221L1M1L1M1N1L1M0--0I0Z0Y240I0H0I6528;060I0Z0Y0H0H0H0H0I0H0I1A1M23221L1M1L1M1N1L1M0;060I0Z0Y0H0H0H0H0I0H0I;%1BA0000101;%;1BA0000101;1A1M23221L1M1L1M1N1L1M;MYjiXYXYZXY;0I0Z0Y240I0H0I6528;1BAk101üo;0;06;0I;0Z;0Y;0H;0H;0H;0H;0I;0H;0I;1A;1M;23;22;1L;1M;1L;1M;1N;1L;1M;0I;0Z;0Y;24;0I;0H;0I;65;28;;;
65;060I170Q0H0H0H0H0I0H0I1A1M2B1U1L1M1L1M1N1L1M0--0I170Q240I0H0I6528;060I170Q0H0H0H0H0I0H0I1A1M2B1U1L1M1L1M1N1L1M0;060I170Q0H0H0H0H0I0H0I;%1J90000101;%;1J90000101;1A1M2B1U1L1M1L1M1N1L1M;MYraXYXYZXY;0I170Q240I0H0I6528;1J9k101üo;0;06;0I;17;0Q;0H;0H;0H;0H;0I;0H;0I;1A;1M;2B;1U;1L;1M;1L;1M;1N;1L;1M;0I;17;0Q;24;0I;0H;0I;65;28;;;
66;060I180P0H0H0H0H0I0H0I1A1M2C1T1L1M1L1M1N1L1M0--0I180P240I0H0I6528;060I180P0H0H0H0H0I0H0I1A1M2C1T1L1M1L1M1N1L1M0;060I180P0H0H0H0H0I0H0I;%1K80000101;%;1K80000101;1A1M2C1T1L1M1L1M1N1L1M;MYs`XYXYZXY;0I180P240I0H0I6528;1K8k101üo;0;06;0I;18;0P;0H;0H;0H;0H;0I;0H;0I;1A;1M;2C;1T;1L;1M;1L;1M;1N;1L;1M;0I;18;0P;24;0I;0H;0I;65;28;;;
67;060I1C0L0H0H0H0H0I0H0I1A1M2G1P1L1M1L1M1N1L1M0--0I1C0L240I0H0I6528;060I1C0L0H0H0H0H0I0H0I1A1M2G1P1L1M1L1M1N1L1M0;060I1C0L0H0H0H0H0I0H0I;%1O40000101;%;1O40000101;1A1M2G1P1L1M1L1M1N1L1M;MYw\XYXYZXY;0I1C0L240I0H0I6528;1O4k101üo;0;06;0I;1C;0L;0H;0H;0H;0H;0I;0H;0I;1A;1M;2G;1P;1L;1M;1L;1M;1N;1L;1M;0I;1C;0L;24;0I;0H;0I;65;28;;;
68;060J160Q0H0H0H0H0I0H0I1A1N2A1U1L1M1L1M1N1L1M0--0J160Q240I0H0I6528;060J160Q0H0H0H0H0I0H0I1A1N2A1U1L1M1L1M1N1L1M0;060J160Q0H0H0H0H0I0H0I;%2I90000101;%;2I90000101;1A1N2A1U1L1M1L1M1N1L1M;MZqaXYXYZXY;0J160Q240I0H0I6528;2I9k101üo;0;06;0J;16;0Q;0H;0H;0H;0H;0I;0H;0I;1A;1N;2A;1U;1L;1M;1L;1M;1N;1L;1M;0J;16;0Q;24;0I;0H;0I;65;28;;;
69;060J170P0H0H0H0H0I0H0I1A1N2B1T1L1M1L1M1N1L1M0--0J170P240I0H0I6528;060J170P0H0H0H0H0I0H0I1A1N2B1T1L1M1L1M1N1L1M0;060J170P0H0H0H0H0I0H0I;%2J80000101;%;2J80000101;1A1N2B1T1L1M1L1M1N1L1M;MZr`XYXYZXY;0J170P240I0H0I6528;2J8k101üo;0;06;0J;17;0P;0H;0H;0H;0H;0I;0H;0I;1A;1N;2B;1T;1L;1M;1L;1M;1N;1L;1M;0J;17;0P;24;0I;0H;0I;65;28;;;
70;060K190M0H0H0H0H0I0H0I1A1O2D1Q1L1M1L1M1N1L1M0--0K190M240I0H0I6528;060K190M0H0H0H0H0I0H0I1A1O2D1Q1L1M1L1M1N1L1M0;060K190M0H0H0H0H0I0H0I;%3L50000101;%;3L50000101;1A1O2D1Q1L1M1L1M1N1L1M;M[t]XYXYZXY;0K190M240I0H0I6528;3L5k101üo;0;06;0K;19;0M;0H;0H;0H;0H;0I;0H;0I;1A;1O;2D;1Q;1L;1M;1L;1M;1N;1L;1M;0K;19;0M;24;0I;0H;0I;65;28;;;
71;06190P0H0H0H0H0H0I0H0I1A2D1T1L1M1L1M1L1M1L1M0--190P0R0I0H0I660W0;06190P0H0H0H0H0H0I0H0I1A2D1T1L1M1L1M1L1M1L1M0;06190P0H0H0H0H0H0I0H0I;%L800000101;%;L800000101;1A2D1T1L1M1L1M1L1M1L1M;Mt`XYXYXYXY;190P0R0I0H0I660W0;L8:101ý?;0;06;19;0P;0H;0H;0H;0H;0H;0I;0H;0I;1A;2D;1T;1L;1M;1L;1M;1L;1M;1L;1M;19;0P;0R;0I;0H;0I;66;0W;;;;0
72;061A0O0H0H0H0H0H0I0H0I1A2E1S1L1M1L1M1L1M1L1M0--1A0O0R0I0H0I660W0;061A0O0H0H0H0H0H0I0H0I1A2E1S1L1M1L1M1L1M1L1M0;061A0O0H0H0H0H0H0I0H0I;%M700000101;%;M700000101;1A2E1S1L1M1L1M1L1M1L1M;Mu_XYXYXYXY;1A0O0R0I0H0I660W0;M7:101ý?;0;06;1A;0O;0H;0H;0H;0H;0H;0I;0H;0I;1A;2E;1S;1L;1M;1L;1M;1L;1M;1L;1M;1A;0O;0R;0I;0H;0I;66;0W;;;;0
73;061G0I0H0H0H0H0H0I0H0I1A2K1M1L1M1L1M1L1M1L1M0--1G0I0R0I0H0I660W0;061G0I0H0H0H0H0H0I0H0I1A2K1M1L1M1L1M1L1M1L1M0;061G0I0H0H0H0H0H0I0H0I;%S100000101;%;S100000101;1A2K1M1L1M1L1M1L1M1L1M;M{YXYXYXYXY;1G0I0R0I0H0I660W0;S1:101ý?;0;06;1G;0I;0H;0H;0H;0H;0H;0I;0H;0I;1A;2K;1M;1L;1M;1L;1M;1L;1M;1L;1M;1G;0I;0R;0I;0H;0I;66;0W;;;;0
74;061N0M1F1A170H0H0I0H0I1A2R1Q2J2E2B1L1M1N1L1M0--1N0M1F1A170I0I0H0I630K0;061N0M1F1A170H0H0I0H0I1A2R1Q2J2E2B1L1M1N1L1M0;061N0M1F1A170H0H0I0H0I;%Z5RMJ00101;%;Z5RMJ00101;1A2R1Q2J2E2B1L1M1N1L1M;M‚]zurXYZXY;1N0M1F1A170I0I0H0I630K0;Z5RMJ1101ú3;0;06;1N;0M;1F;1A;17;0H;0H;0I;0H;0I;1A;2R;1Q;2J;2E;2B;1L;1M;1N;1L;1M;1N;0M;1F;1A;17;0I;0I;0H;0I;63;0K;0
75;070I0Y100H0H0H0H0I0H0I1C1N23251M1N1M1N1O1M1N0--0I0Y10250I0I0H6529;070I0Y100H0H0H0H0I0H0I1C1N23251M1N1M1N1O1M1N0;070I0Y100H0H0H0H0I0H0I;&1AC0000101;&;1AC0000101;1C1N23251M1N1M1N1O1M1N;OZjlYZYZ[YZ;0I0Y10250I0I0H6529;1ACl110üp;0;07;0I;0Y;10;0H;0H;0H;0H;0I;0H;0I;1C;1N;23;25;1M;1N;1M;1N;1O;1M;1N;0I;0Y;10;25;0I;0I;0H;65;29;;;
76;070I0Z0Z0H0H0H0H0I0H0I1C1N24251M1N1M1N1O1M1N0--0I0Z0Z250I0I0H6529;070I0Z0Z0H0H0H0H0I0H0I1C1N24251M1N1M1N1O1M1N0;070I0Z0Z0H0H0H0H0I0H0I;&1BB0000101;&;1BB0000101;1C1N24251M1N1M1N1O1M1N;OZklYZYZ[YZ;0I0Z0Z250I0I0H6529;1BBl110üp;0;07;0I;0Z;0Z;0H;0H;0H;0H;0I;0H;0I;1C;1N;24;25;1M;1N;1M;1N;1O;1M;1N;0I;0Z;0Z;25;0I;0I;0H;65;29;;;
77;070I100Y0H0H0H0H0I0H0I1C1N25231M1N1M1N1O1M1N0--0I100Y250I0I0H6529;070I100Y0H0H0H0H0I0H0I1C1N25231M1N1M1N1O1M1N0;070I100Y0H0H0H0H0I0H0I;&1CA0000101;&;1CA0000101;1C1N25231M1N1M1N1O1M1N;OZljYZYZ[YZ;0I100Y250I0I0H6529;1CAl110üp;0;07;0I;10;0Y;0H;0H;0H;0H;0I;0H;0I;1C;1N;25;23;1M;1N;1M;1N;1O;1M;1N;0I;10;0Y;25;0I;0I;0H;65;29;;;
78;070I190P0H0H0H0H0I0H0I1C1N2E1U1M1N1M1N1O1M1N0--0I190P250I0I0H6529;070I190P0H0H0H0H0I0H0I1C1N2E1U1M1N1M1N1O1M1N0;070I190P0H0H0H0H0I0H0I;&1L80000101;&;1L80000101;1C1N2E1U1M1N1M1N1O1M1N;OZuaYZYZ[YZ;0I190P250I0I0H6529;1L8l110üp;0;07;0I;19;0P;0H;0H;0H;0H;0I;0H;0I;1C;1N;2E;1U;1M;1N;1M;1N;1O;1M;1N;0I;19;0P;25;0I;0I;0H;65;29;;;
79;070I1C0M0H0H0H0H0I0H0I1C1N2H1R1M1N1M1N1O1M1N0--0I1C0M250I0I0H6529;070I1C0M0H0H0H0H0I0H0I1C1N2H1R1M1N1M1N1O1M1N0;070I1C0M0H0H0H0H0I0H0I;&1O50000101;&;1O50000101;1C1N2H1R1M1N1M1N1O1M1N;OZx^YZYZ[YZ;0I1C0M250I0I0H6529;1O5l110üp;0;07;0I;1C;0M;0H;0H;0H;0H;0I;0H;0I;1C;1N;2H;1R;1M;1N;1M;1N;1O;1M;1N;0I;1C;0M;25;0I;0I;0H;65;29;;;
80;070K190N0H0H0H0H0I0H0I1C1P2E1S1M1N1M1N1O1M1N0--0K190N250I0I0H6529;070K190N0H0H0H0H0I0H0I1C1P2E1S1M1N1M1N1O1M1N0;070K190N0H0H0H0H0I0H0I;&3L60000101;&;3L60000101;1C1P2E1S1M1N1M1N1O1M1N;O\u_YZYZ[YZ;0K190N250I0I0H6529;3L6l110üp;0;07;0K;19;0N;0H;0H;0H;0H;0I;0H;0I;1C;1P;2E;1S;1M;1N;1M;1N;1O;1M;1N;0K;19;0N;25;0I;0I;0H;65;29;;;
81;070L1M1D1F170H0H0I0H0I1C1Q2R2I2K2C1M1N1O1M1N0--0L1M1D1F170J0I0I0H630L0;070L1M1D1F170H0H0I0H0I1C1Q2R2I2K2C1M1N1O1M1N0;070L1M1D1F170H0H0I0H0I;&4YPRJ00101;&;4YPRJ00101;1C1Q2R2I2K2C1M1N1O1M1N;O]‚y{sYZ[YZ;0L1M1D1F170J0I0I0H630L0;4YPRJ2110ú4;0;07;0L;1M;1D;1F;17;0H;0H;0I;0H;0I;1C;1Q;2R;2I;2K;2C;1M;1N;1O;1M;1N;0L;1M;1D;1F;17;0J;0I;0I;0H;63;0L;0
82;070O1L1B1F170H0H0I0H0I1C1T2Q2G2K2C1M1N1O1M1N0--0O1L1B1F170J0I0I0H630L0;070O1L1B1F170H0H0I0H0I1C1T2Q2G2K2C1M1N1O1M1N0;070O1L1B1F170H0H0I0H0I;&7XNRJ00101;&;7XNRJ00101;1C1T2Q2G2K2C1M1N1O1M1N;O`w{sYZ[YZ;0O1L1B1F170J0I0I0H630L0;7XNRJ2110ú4;0;07;0O;1L;1B;1F;17;0H;0H;0I;0H;0I;1C;1T;2Q;2G;2K;2C;1M;1N;1O;1M;1N;0O;1L;1B;1F;17;0J;0I;0I;0H;63;0L;0
83;07190Q0H0H0H0H0H0I0H0I1C2E1V1M1N1M1N1M1N1M1N0--190Q0S0I0I0H660X0;07190Q0H0H0H0H0H0I0H0I1C2E1V1M1N1M1N1M1N1M1N0;07190Q0H0H0H0H0H0I0H0I;&L900000101;&;L900000101;1C2E1V1M1N1M1N1M1N1M1N;OubYZYZYZYZ;190Q0S0I0I0H660X0;"L9;110ý@";0;07;19;0Q;0H;0H;0H;0H;0H;0I;0H;0I;1C;2E;1V;1M;1N;1M;1N;1M;1N;1M;1N;19;0Q;0S;0I;0I;0H;66;0X;;;;0
