SourceRow;WorkerID;Prefix_ASC;W01;W02;W03;W04;W05;W06;W07;W08;W09;W10;W01_B36;W02_B36;W03_B36;W04_B36;W05_B36;W06_B36;W07_B36;W08_B36;W09_B36;W10_B36;W01_ASC;W02_ASC;W03_ASC;W04_ASC;W05_ASC;W06_ASC;W07_ASC;W08_ASC;W09_ASC;W10_ASC;A01;A02;A03;A04;A05;A06;A07;A08;A09;A10;A11;A01_B36;A02_B36;A03_B36;A04_B36;A05_B36;A06_B36;A07_B36;A08_B36;A09_B36;A10_B36;A11_B36;C01;C02;C03;C04;C05;C06;C07;C08;C09;C10;C11;C01_B36;C02_B36;C03_B36;C04_B36;C05_B36;C06_B36;C07_B36;C08_B36;C09_B36;C10_B36;C11_B36;D01;D02;D03;D04;D05;D06;D07;D08;D09;D10;D11;K01_ASC;K02_ASC;K03_ASC;K04_ASC;K05_ASC;K06_ASC;K07_ASC;K08_ASC;K09_ASC;K10_ASC;K11_ASC;PREV01_ASC;PREV02_ASC;PREV03_ASC;PREV04_ASC;PREV05_ASC;PREV06_ASC;PREV07_ASC;PREV08_ASC;PREV09_ASC;PREV10_ASC;PREV11_ASC;CUM01;CUM02;CUM03;CUM04;CUM05;CUM06;CUM07;CUM08;CUM09;CUM10;CUM11
356;1870000101;73;1;8;7;0;0;0;0;1;0;1;1;8;7;0;0;0;0;1;0;1;49;56;55;48;48;48;48;49;48;49;3A;2M;2T;2S;2L;2M;2L;2M;2N;2L;2M;118;94;101;100;93;94;93;94;95;93;94;3A;2M;2T;2S;2L;2L;2L;2L;2M;2L;2M;118;94;101;100;93;93;93;93;94;93;94;0;0;0;0;0;1;0;1;1;0;0;73;49;56;55;48;48;48;48;49;48;49;;73;49;56;55;48;48;48;48;49;48;73;122;178;233;281;329;377;425;474;522;571
357;1960000101;73;1;9;6;0;0;0;0;1;0;1;1;9;6;0;0;0;0;1;0;1;49;57;54;48;48;48;48;49;48;49;3A;2M;2U;2R;2L;2M;2L;2M;2N;2L;2M;118;94;102;99;93;94;93;94;95;93;94;3A;2M;2U;2R;2L;2L;2L;2L;2M;2L;2M;118;94;102;99;93;93;93;93;94;93;94;0;0;0;0;0;1;0;1;1;0;0;73;49;57;54;48;48;48;48;49;48;49;;73;49;57;54;48;48;48;48;49;48;73;122;179;233;281;329;377;425;474;522;571
358;8800000101;73;8;8;0;0;0;0;0;1;0;1;8;8;0;0;0;0;0;1;0;1;56;56;48;48;48;48;48;49;48;49;3A;2T;2U;2L;2M;2L;2M;2L;2M;2L;2M;118;101;102;93;94;93;94;93;94;93;94;3A;2T;2T;2L;2L;2L;2L;2L;2M;2L;2M;118;101;101;93;93;93;93;93;94;93;94;0;0;1;0;1;0;1;0;0;0;0;73;56;56;48;48;48;48;48;49;48;49;;73;56;56;48;48;48;48;48;49;48;73;129;185;233;281;329;377;425;474;522;571
359;9700000101;73;9;7;0;0;0;0;0;1;0;1;9;7;0;0;0;0;0;1;0;1;57;55;48;48;48;48;48;49;48;49;3A;2U;2S;2L;2M;2L;2M;2L;2M;2L;2M;118;102;100;93;94;93;94;93;94;93;94;3A;2U;2S;2L;2L;2L;2L;2L;2M;2L;2M;118;102;100;93;93;93;93;93;94;93;94;0;0;0;0;1;0;1;0;0;0;0;73;57;55;48;48;48;48;48;49;48;49;;73;57;55;48;48;48;48;48;49;48;73;130;185;233;281;329;377;425;474;522;571
360;1790000101;74;1;7;9;0;0;0;0;1;0;1;1;7;9;0;0;0;0;1;0;1;49;55;57;48;48;48;48;49;48;49;3C;2N;2T;2V;2M;2N;2M;2N;2O;2M;2N;120;95;101;103;94;95;94;95;96;94;95;3C;2N;2T;2V;2M;2M;2M;2M;2N;2M;2N;120;95;101;103;94;94;94;94;95;94;95;0;0;0;0;0;1;0;1;1;0;0;74;49;55;57;48;48;48;48;49;48;49;;74;49;55;57;48;48;48;48;49;48;74;123;178;235;283;331;379;427;476;524;573
361;3EA7I00101;74;3;E;A;7;I;0;0;1;0;1;3;14;10;7;18;0;0;1;0;1;51;69;65;55;73;48;48;49;48;49;3C;2P;37;33;2T;3B;2M;2N;2O;2M;2N;120;97;115;111;101;119;94;95;96;94;95;3C;2P;37;33;2T;3B;2M;2M;2N;2M;2N;120;97;115;111;101;119;94;94;95;94;95;0;0;0;0;0;0;0;1;1;0;0;74;51;69;65;55;73;48;48;49;48;49;;74;51;69;65;55;73;48;48;49;48;74;125;194;259;314;387;435;483;532;580;629
362;1890000101;75;1;8;9;0;0;0;0;1;0;1;1;8;9;0;0;0;0;1;0;1;49;56;57;48;48;48;48;49;48;49;3E;2O;2V;2W;2N;2O;2N;2O;2P;2N;2O;122;96;103;104;95;96;95;96;97;95;96;3E;2O;2V;2W;2N;2N;2N;2N;2O;2N;2O;122;96;103;104;95;95;95;95;96;95;96;0;0;0;0;0;1;0;1;1;0;0;75;49;56;57;48;48;48;48;49;48;49;;75;49;56;57;48;48;48;48;49;48;75;124;180;237;285;333;381;429;478;526;575
363;1980000101;75;1;9;8;0;0;0;0;1;0;1;1;9;8;0;0;0;0;1;0;1;49;57;56;48;48;48;48;49;48;49;3E;2O;2W;2V;2N;2O;2N;2O;2P;2N;2O;122;96;104;103;95;96;95;96;97;95;96;3E;2O;2W;2V;2N;2N;2N;2N;2O;2N;2O;122;96;104;103;95;95;95;95;96;95;96;0;0;0;0;0;1;0;1;1;0;0;75;49;57;56;48;48;48;48;49;48;49;;75;49;57;56;48;48;48;48;49;48;75;124;181;237;285;333;381;429;478;526;575
364;9900000101;75;9;9;0;0;0;0;0;1;0;1;9;9;0;0;0;0;0;1;0;1;57;57;48;48;48;48;48;49;48;49;3E;2W;2X;2N;2O;2N;2O;2N;2O;2N;2O;122;104;105;95;96;95;96;95;96;95;96;3E;2W;2W;2N;2N;2N;2N;2N;2O;2N;2O;122;104;104;95;95;95;95;95;96;95;96;0;0;1;0;1;0;1;0;0;0;0;75;57;57;48;48;48;48;48;49;48;49;;75;57;57;48;48;48;48;48;49;48;75;132;189;237;285;333;381;429;478;526;575
365;11A0000101;76;1;1;A;0;0;0;0;1;0;1;1;1;10;0;0;0;0;1;0;1;49;49;65;48;48;48;48;49;48;49;3G;2P;2Q;35;2O;2P;2O;2P;2Q;2O;2P;124;97;98;113;96;97;96;97;98;96;97;3G;2P;2P;35;2O;2O;2O;2O;2P;2O;2P;124;97;97;113;96;96;96;96;97;96;97;0;0;1;0;0;1;0;1;1;0;0;76;49;49;65;48;48;48;48;49;48;49;;76;49;49;65;48;48;48;48;49;48;76;125;174;239;287;335;383;431;480;528;577
366;1990000101;76;1;9;9;0;0;0;0;1;0;1;1;9;9;0;0;0;0;1;0;1;49;57;57;48;48;48;48;49;48;49;3G;2P;2X;2Y;2O;2P;2O;2P;2Q;2O;2P;124;97;105;106;96;97;96;97;98;96;97;3G;2P;2X;2X;2O;2O;2O;2O;2P;2O;2P;124;97;105;105;96;96;96;96;97;96;97;0;0;0;1;0;1;0;1;1;0;0;76;49;57;57;48;48;48;48;49;48;49;;76;49;57;57;48;48;48;48;49;48;76;125;182;239;287;335;383;431;480;528;577
367;12A0000101;77;1;2;A;0;0;0;0;1;0;1;1;2;10;0;0;0;0;1;0;1;49;50;65;48;48;48;48;49;48;49;3I;2Q;2R;36;2P;2Q;2P;2Q;2R;2P;2Q;126;98;99;114;97;98;97;98;99;97;98;3I;2Q;2R;36;2P;2P;2P;2P;2Q;2P;2Q;126;98;99;114;97;97;97;97;98;97;98;0;0;0;0;0;1;0;1;1;0;0;77;49;50;65;48;48;48;48;49;48;49;;77;49;50;65;48;48;48;48;49;48;77;126;176;241;289;337;385;433;482;530;579
368;9650000101;77;9;6;5;0;0;0;0;1;0;1;9;6;5;0;0;0;0;1;0;1;57;54;53;48;48;48;48;49;48;49;3I;2Y;2V;2U;2P;2Q;2P;2Q;2R;2P;2Q;126;106;103;102;97;98;97;98;99;97;98;3I;2Y;2V;2U;2P;2P;2P;2P;2Q;2P;2Q;126;106;103;102;97;97;97;97;98;97;98;0;0;0;0;0;1;0;1;1;0;0;77;57;54;53;48;48;48;48;49;48;49;;77;57;54;53;48;48;48;48;49;48;77;134;188;241;289;337;385;433;482;530;579
369;C100000101;77;C;1;0;0;0;0;0;1;0;1;12;1;0;0;0;0;0;1;0;1;67;49;48;48;48;48;48;49;48;49;3I;38;2Q;2P;2Q;2P;2Q;2P;2Q;2P;2Q;126;116;98;97;98;97;98;97;98;97;98;3I;38;2Q;2P;2P;2P;2P;2P;2Q;2P;2Q;126;116;98;97;97;97;97;97;98;97;98;0;0;0;0;1;0;1;0;0;0;0;77;67;49;48;48;48;48;48;49;48;49;;77;67;49;48;48;48;48;48;49;48;77;144;193;241;289;337;385;433;482;530;579
370;11C0000101;78;1;1;C;0;0;0;0;1;0;1;1;1;12;0;0;0;0;1;0;1;49;49;67;48;48;48;48;49;48;49;3K;2R;2S;39;2Q;2R;2Q;2R;2S;2Q;2R;128;99;100;117;98;99;98;99;100;98;99;3K;2R;2R;39;2Q;2Q;2Q;2Q;2R;2Q;2R;128;99;99;117;98;98;98;98;99;98;99;0;0;1;0;0;1;0;1;1;0;0;78;49;49;67;48;48;48;48;49;48;49;;78;49;49;67;48;48;48;48;49;48;78;127;176;243;291;339;387;435;484;532;581
371;13A0000101;78;1;3;A;0;0;0;0;1;0;1;1;3;10;0;0;0;0;1;0;1;49;51;65;48;48;48;48;49;48;49;3K;2R;2T;37;2Q;2R;2Q;2R;2S;2Q;2R;128;99;101;115;98;99;98;99;100;98;99;3K;2R;2T;37;2Q;2Q;2Q;2Q;2R;2Q;2R;128;99;101;115;98;98;98;98;99;98;99;0;0;0;0;0;1;0;1;1;0;0;78;49;51;65;48;48;48;48;49;48;49;;78;49;51;65;48;48;48;48;49;48;78;127;178;243;291;339;387;435;484;532;581
372;1B20000101;78;1;B;2;0;0;0;0;1;0;1;1;11;2;0;0;0;0;1;0;1;49;66;50;48;48;48;48;49;48;49;3K;2R;38;2S;2Q;2R;2Q;2R;2S;2Q;2R;128;99;116;100;98;99;98;99;100;98;99;3K;2R;38;2S;2Q;2Q;2Q;2Q;2R;2Q;2R;128;99;116;100;98;98;98;98;99;98;99;0;0;0;0;0;1;0;1;1;0;0;78;49;66;50;48;48;48;48;49;48;49;;78;49;66;50;48;48;48;48;49;48;78;127;193;243;291;339;387;435;484;532;581
373;22A0000101;78;2;2;A;0;0;0;0;1;0;1;2;2;10;0;0;0;0;1;0;1;50;50;65;48;48;48;48;49;48;49;3K;2S;2T;37;2Q;2R;2Q;2R;2S;2Q;2R;128;100;101;115;98;99;98;99;100;98;99;3K;2S;2S;37;2Q;2Q;2Q;2Q;2R;2Q;2R;128;100;100;115;98;98;98;98;99;98;99;0;0;1;0;0;1;0;1;1;0;0;78;50;50;65;48;48;48;48;49;48;49;;78;50;50;65;48;48;48;48;49;48;78;128;178;243;291;339;387;435;484;532;581
374;6EMC200101;78;6;E;M;C;2;0;0;1;0;1;6;14;22;12;2;0;0;1;0;1;54;69;77;67;50;48;48;49;48;49;3K;2W;3B;3J;39;2S;2Q;2R;2S;2Q;2R;128;104;119;127;117;100;98;99;100;98;99;3K;2W;3B;3J;39;2S;2Q;2Q;2R;2Q;2R;128;104;119;127;117;100;98;98;99;98;99;0;0;0;0;0;0;0;1;1;0;0;78;54;69;77;67;50;48;48;49;48;49;;78;54;69;77;67;50;48;48;49;48;78;132;201;278;345;395;443;491;540;588;637
375;12C0000101;79;1;2;C;0;0;0;0;1;0;1;1;2;12;0;0;0;0;1;0;1;49;50;67;48;48;48;48;49;48;49;3M;2S;2T;3A;2R;2S;2R;2S;2T;2R;2S;130;100;101;118;99;100;99;100;101;99;100;3M;2S;2T;3A;2R;2R;2R;2R;2S;2R;2S;130;100;101;118;99;99;99;99;100;99;100;0;0;0;0;0;1;0;1;1;0;0;79;49;50;67;48;48;48;48;49;48;49;;79;49;50;67;48;48;48;48;49;48;79;128;178;245;293;341;389;437;486;534;583
376;13B0000101;79;1;3;B;0;0;0;0;1;0;1;1;3;11;0;0;0;0;1;0;1;49;51;66;48;48;48;48;49;48;49;3M;2S;2U;39;2R;2S;2R;2S;2T;2R;2S;130;100;102;117;99;100;99;100;101;99;100;3M;2S;2U;39;2R;2R;2R;2R;2S;2R;2S;130;100;102;117;99;99;99;99;100;99;100;0;0;0;0;0;1;0;1;1;0;0;79;49;51;66;48;48;48;48;49;48;49;;79;49;51;66;48;48;48;48;49;48;79;128;179;245;293;341;389;437;486;534;583
377;14A0000101;79;1;4;A;0;0;0;0;1;0;1;1;4;10;0;0;0;0;1;0;1;49;52;65;48;48;48;48;49;48;49;3M;2S;2V;38;2R;2S;2R;2S;2T;2R;2S;130;100;103;116;99;100;99;100;101;99;100;3M;2S;2V;38;2R;2R;2R;2R;2S;2R;2S;130;100;103;116;99;99;99;99;100;99;100;0;0;0;0;0;1;0;1;1;0;0;79;49;52;65;48;48;48;48;49;48;49;;79;49;52;65;48;48;48;48;49;48;79;128;180;245;293;341;389;437;486;534;583
378;1C20000101;79;1;C;2;0;0;0;0;1;0;1;1;12;2;0;0;0;0;1;0;1;49;67;50;48;48;48;48;49;48;49;3M;2S;3A;2T;2R;2S;2R;2S;2T;2R;2S;130;100;118;101;99;100;99;100;101;99;100;3M;2S;3A;2T;2R;2R;2R;2R;2S;2R;2S;130;100;118;101;99;99;99;99;100;99;100;0;0;0;0;0;1;0;1;1;0;0;79;49;67;50;48;48;48;48;49;48;49;;79;49;67;50;48;48;48;48;49;48;79;128;195;245;293;341;389;437;486;534;583
379;21C0000101;79;2;1;C;0;0;0;0;1;0;1;2;1;12;0;0;0;0;1;0;1;50;49;67;48;48;48;48;49;48;49;3M;2T;2S;3A;2R;2S;2R;2S;2T;2R;2S;130;101;100;118;99;100;99;100;101;99;100;3M;2T;2S;3A;2R;2R;2R;2R;2S;2R;2S;130;101;100;118;99;99;99;99;100;99;100;0;0;0;0;0;1;0;1;1;0;0;79;50;49;67;48;48;48;48;49;48;49;;79;50;49;67;48;48;48;48;49;48;79;129;178;245;293;341;389;437;486;534;583
380;2D00000101;79;2;D;0;0;0;0;0;1;0;1;2;13;0;0;0;0;0;1;0;1;50;68;48;48;48;48;48;49;48;49;3M;2T;3B;2R;2S;2R;2S;2R;2S;2R;2S;130;101;119;99;100;99;100;99;100;99;100;3M;2T;3B;2R;2R;2R;2R;2R;2S;2R;2S;130;101;119;99;99;99;99;99;100;99;100;0;0;0;0;1;0;1;0;0;0;0;79;50;68;48;48;48;48;48;49;48;49;;79;50;68;48;48;48;48;48;49;48;79;129;197;245;293;341;389;437;486;534;583
381;3B10000101;79;3;B;1;0;0;0;0;1;0;1;3;11;1;0;0;0;0;1;0;1;51;66;49;48;48;48;48;49;48;49;3M;2U;39;2S;2R;2S;2R;2S;2T;2R;2S;130;102;117;100;99;100;99;100;101;99;100;3M;2U;39;2S;2R;2R;2R;2R;2S;2R;2S;130;102;117;100;99;99;99;99;100;99;100;0;0;0;0;0;1;0;1;1;0;0;79;51;66;49;48;48;48;48;49;48;49;;79;51;66;49;48;48;48;48;49;48;79;130;196;245;293;341;389;437;486;534;583
382;13C0000101;80;1;3;C;0;0;0;0;1;0;1;1;3;12;0;0;0;0;1;0;1;49;51;67;48;48;48;48;49;48;49;3O;2T;2V;3B;2S;2T;2S;2T;2U;2S;2T;132;101;103;119;100;101;100;101;102;100;101;3O;2T;2V;3B;2S;2S;2S;2S;2T;2S;2T;132;101;103;119;100;100;100;100;101;100;101;0;0;0;0;0;1;0;1;1;0;0;80;49;51;67;48;48;48;48;49;48;49;;80;49;51;67;48;48;48;48;49;48;80;129;180;247;295;343;391;439;488;536;585
383;15A0000101;80;1;5;A;0;0;0;0;1;0;1;1;5;10;0;0;0;0;1;0;1;49;53;65;48;48;48;48;49;48;49;3O;2T;2X;39;2S;2T;2S;2T;2U;2S;2T;132;101;105;117;100;101;100;101;102;100;101;3O;2T;2X;39;2S;2S;2S;2S;2T;2S;2T;132;101;105;117;100;100;100;100;101;100;101;0;0;0;0;0;1;0;1;1;0;0;80;49;53;65;48;48;48;48;49;48;49;;80;49;53;65;48;48;48;48;49;48;80;129;182;247;295;343;391;439;488;536;585
384;1D20000101;80;1;D;2;0;0;0;0;1;0;1;1;13;2;0;0;0;0;1;0;1;49;68;50;48;48;48;48;49;48;49;3O;2T;3C;2U;2S;2T;2S;2T;2U;2S;2T;132;101;120;102;100;101;100;101;102;100;101;3O;2T;3C;2U;2S;2S;2S;2S;2T;2S;2T;132;101;120;102;100;100;100;100;101;100;101;0;0;0;0;0;1;0;1;1;0;0;80;49;68;50;48;48;48;48;49;48;49;;80;49;68;50;48;48;48;48;49;48;80;129;197;247;295;343;391;439;488;536;585
386;2EAAF00101;80;2;E;A;A;F;0;0;1;0;1;2;14;10;10;15;0;0;1;0;1;50;69;65;65;70;48;48;49;48;49;3O;2U;3D;39;3A;3E;2S;2T;2U;2S;2T;132;102;121;117;118;122;100;101;102;100;101;3O;2U;3D;39;39;3E;2S;2S;2T;2S;2T;132;102;121;117;117;122;100;100;101;100;101;0;0;0;0;1;0;0;1;1;0;0;80;50;69;65;65;70;48;48;49;48;49;;80;50;69;65;65;70;48;48;49;48;80;130;199;264;329;399;447;495;544;592;641
387;F100000101;80;F;1;0;0;0;0;0;1;0;1;15;1;0;0;0;0;0;1;0;1;70;49;48;48;48;48;48;49;48;49;3O;3E;2T;2S;2T;2S;2T;2S;2T;2S;2T;132;122;101;100;101;100;101;100;101;100;101;3O;3E;2T;2S;2S;2S;2S;2S;2T;2S;2T;132;122;101;100;100;100;100;100;101;100;101;0;0;0;0;1;0;1;0;0;0;0;80;70;49;48;48;48;48;48;49;48;49;;80;70;49;48;48;48;48;48;49;48;80;150;199;247;295;343;391;439;488;536;585
388;14C0000101;81;1;4;C;0;0;0;0;1;0;1;1;4;12;0;0;0;0;1;0;1;49;52;67;48;48;48;48;49;48;49;3Q;2U;2X;3C;2T;2U;2T;2U;2V;2T;2U;134;102;105;120;101;102;101;102;103;101;102;3Q;2U;2X;3C;2T;2T;2T;2T;2U;2T;2U;134;102;105;120;101;101;101;101;102;101;102;0;0;0;0;0;1;0;1;1;0;0;81;49;52;67;48;48;48;48;49;48;49;;81;49;52;67;48;48;48;48;49;48;81;130;182;249;297;345;393;441;490;538;587
389;1A60000101;81;1;A;6;0;0;0;0;1;0;1;1;10;6;0;0;0;0;1;0;1;49;65;54;48;48;48;48;49;48;49;3Q;2U;3A;2Z;2T;2U;2T;2U;2V;2T;2U;134;102;118;107;101;102;101;102;103;101;102;3Q;2U;3A;2Z;2T;2T;2T;2T;2U;2T;2U;134;102;118;107;101;101;101;101;102;101;102;0;0;0;0;0;1;0;1;1;0;0;81;49;65;54;48;48;48;48;49;48;49;;81;49;65;54;48;48;48;48;49;48;81;130;195;249;297;345;393;441;490;538;587
390;25A0000101;81;2;5;A;0;0;0;0;1;0;1;2;5;10;0;0;0;0;1;0;1;50;53;65;48;48;48;48;49;48;49;3Q;2V;2Y;3A;2T;2U;2T;2U;2V;2T;2U;134;103;106;118;101;102;101;102;103;101;102;3Q;2V;2Y;3A;2T;2T;2T;2T;2U;2T;2U;134;103;106;118;101;101;101;101;102;101;102;0;0;0;0;0;1;0;1;1;0;0;81;50;53;65;48;48;48;48;49;48;49;;81;50;53;65;48;48;48;48;49;48;81;131;184;249;297;345;393;441;490;538;587
391;2F00000101;81;2;F;0;0;0;0;0;1;0;1;2;15;0;0;0;0;0;1;0;1;50;70;48;48;48;48;48;49;48;49;3Q;2V;3F;2T;2U;2T;2U;2T;2U;2T;2U;134;103;123;101;102;101;102;101;102;101;102;3Q;2V;3F;2T;2T;2T;2T;2T;2U;2T;2U;134;103;123;101;101;101;101;101;102;101;102;0;0;0;0;1;0;1;0;0;0;0;81;50;70;48;48;48;48;48;49;48;49;;81;50;70;48;48;48;48;48;49;48;81;131;201;249;297;345;393;441;490;538;587
393;D400000101;81;D;4;0;0;0;0;0;1;0;1;13;4;0;0;0;0;0;1;0;1;68;52;48;48;48;48;48;49;48;49;3Q;3D;2X;2T;2U;2T;2U;2T;2U;2T;2U;134;121;105;101;102;101;102;101;102;101;102;3Q;3D;2X;2T;2T;2T;2T;2T;2U;2T;2U;134;121;105;101;101;101;101;101;102;101;102;0;0;0;0;1;0;1;0;0;0;0;81;68;52;48;48;48;48;48;49;48;49;;81;68;52;48;48;48;48;48;49;48;81;149;201;249;297;345;393;441;490;538;587
394;E300000101;81;E;3;0;0;0;0;0;1;0;1;14;3;0;0;0;0;0;1;0;1;69;51;48;48;48;48;48;49;48;49;3Q;3E;2W;2T;2U;2T;2U;2T;2U;2T;2U;134;122;104;101;102;101;102;101;102;101;102;3Q;3E;2W;2T;2T;2T;2T;2T;2U;2T;2U;134;122;104;101;101;101;101;101;102;101;102;0;0;0;0;1;0;1;0;0;0;0;81;69;51;48;48;48;48;48;49;48;49;;81;69;51;48;48;48;48;48;49;48;81;150;201;249;297;345;393;441;490;538;587
395;G100000101;81;G;1;0;0;0;0;0;1;0;1;16;1;0;0;0;0;0;1;0;1;71;49;48;48;48;48;48;49;48;49;3Q;3G;2U;2T;2U;2T;2U;2T;2U;2T;2U;134;124;102;101;102;101;102;101;102;101;102;3Q;3G;2U;2T;2T;2T;2T;2T;2U;2T;2U;134;124;102;101;101;101;101;101;102;101;102;0;0;0;0;1;0;1;0;0;0;0;81;71;49;48;48;48;48;48;49;48;49;;81;71;49;48;48;48;48;48;49;48;81;152;201;249;297;345;393;441;490;538;587
396;15C0000101;82;1;5;C;0;0;0;0;1;0;1;1;5;12;0;0;0;0;1;0;1;49;53;67;48;48;48;48;49;48;49;3S;2V;2Z;3D;2U;2V;2U;2V;2W;2U;2V;136;103;107;121;102;103;102;103;104;102;103;3S;2V;2Z;3D;2U;2U;2U;2U;2V;2U;2V;136;103;107;121;102;102;102;102;103;102;103;0;0;0;0;0;1;0;1;1;0;0;82;49;53;67;48;48;48;48;49;48;49;;82;49;53;67;48;48;48;48;49;48;82;131;184;251;299;347;395;443;492;540;589
397;17A0000101;82;1;7;A;0;0;0;0;1;0;1;1;7;10;0;0;0;0;1;0;1;49;55;65;48;48;48;48;49;48;49;3S;2V;31;3B;2U;2V;2U;2V;2W;2U;2V;136;103;109;119;102;103;102;103;104;102;103;3S;2V;31;3B;2U;2U;2U;2U;2V;2U;2V;136;103;109;119;102;102;102;102;103;102;103;0;0;0;0;0;1;0;1;1;0;0;82;49;55;65;48;48;48;48;49;48;49;;82;49;55;65;48;48;48;48;49;48;82;131;186;251;299;347;395;443;492;540;589
398;1A70000101;82;1;A;7;0;0;0;0;1;0;1;1;10;7;0;0;0;0;1;0;1;49;65;55;48;48;48;48;49;48;49;3S;2V;3B;31;2U;2V;2U;2V;2W;2U;2V;136;103;119;109;102;103;102;103;104;102;103;3S;2V;3B;31;2U;2U;2U;2U;2V;2U;2V;136;103;119;109;102;102;102;102;103;102;103;0;0;0;0;0;1;0;1;1;0;0;82;49;65;55;48;48;48;48;49;48;49;;82;49;65;55;48;48;48;48;49;48;82;131;196;251;299;347;395;443;492;540;589
399;24C0000101;82;2;4;C;0;0;0;0;1;0;1;2;4;12;0;0;0;0;1;0;1;50;52;67;48;48;48;48;49;48;49;3S;2W;2Y;3D;2U;2V;2U;2V;2W;2U;2V;136;104;106;121;102;103;102;103;104;102;103;3S;2W;2Y;3D;2U;2U;2U;2U;2V;2U;2V;136;104;106;121;102;102;102;102;103;102;103;0;0;0;0;0;1;0;1;1;0;0;82;50;52;67;48;48;48;48;49;48;49;;82;50;52;67;48;48;48;48;49;48;82;132;184;251;299;347;395;443;492;540;589
401;5EO1G00101;82;5;E;O;1;G;0;0;1;0;1;5;14;24;1;16;0;0;1;0;1;53;69;79;49;71;48;48;49;48;49;3S;2Z;3F;3P;2V;3H;2U;2V;2W;2U;2V;136;107;123;133;103;125;102;103;104;102;103;3S;2Z;3F;3P;2V;3H;2U;2U;2V;2U;2V;136;107;123;133;103;125;102;102;103;102;103;0;0;0;0;0;0;0;1;1;0;0;82;53;69;79;49;71;48;48;49;48;49;;82;53;69;79;49;71;48;48;49;48;82;135;204;283;332;403;451;499;548;596;645
402;A800000101;82;A;8;0;0;0;0;0;1;0;1;10;8;0;0;0;0;0;1;0;1;65;56;48;48;48;48;48;49;48;49;3S;3B;32;2U;2V;2U;2V;2U;2V;2U;2V;136;119;110;102;103;102;103;102;103;102;103;3S;3B;32;2U;2U;2U;2U;2U;2V;2U;2V;136;119;110;102;102;102;102;102;103;102;103;0;0;0;0;1;0;1;0;0;0;0;82;65;56;48;48;48;48;48;49;48;49;;82;65;56;48;48;48;48;48;49;48;82;147;203;251;299;347;395;443;492;540;589
403;B700000101;82;B;7;0;0;0;0;0;1;0;1;11;7;0;0;0;0;0;1;0;1;66;55;48;48;48;48;48;49;48;49;3S;3C;31;2U;2V;2U;2V;2U;2V;2U;2V;136;120;109;102;103;102;103;102;103;102;103;3S;3C;31;2U;2U;2U;2U;2U;2V;2U;2V;136;120;109;102;102;102;102;102;103;102;103;0;0;0;0;1;0;1;0;0;0;0;82;66;55;48;48;48;48;48;49;48;49;;82;66;55;48;48;48;48;48;49;48;82;148;203;251;299;347;395;443;492;540;589
404;F300000101;82;F;3;0;0;0;0;0;1;0;1;15;3;0;0;0;0;0;1;0;1;70;51;48;48;48;48;48;49;48;49;3S;3G;2X;2U;2V;2U;2V;2U;2V;2U;2V;136;124;105;102;103;102;103;102;103;102;103;3S;3G;2X;2U;2U;2U;2U;2U;2V;2U;2V;136;124;105;102;102;102;102;102;103;102;103;0;0;0;0;1;0;1;0;0;0;0;82;70;51;48;48;48;48;48;49;48;49;;82;70;51;48;48;48;48;48;49;48;82;152;203;251;299;347;395;443;492;540;589
405;H100000101;82;H;1;0;0;0;0;0;1;0;1;17;1;0;0;0;0;0;1;0;1;72;49;48;48;48;48;48;49;48;49;3S;3I;2V;2U;2V;2U;2V;2U;2V;2U;2V;136;126;103;102;103;102;103;102;103;102;103;3S;3I;2V;2U;2U;2U;2U;2U;2V;2U;2V;136;126;103;102;102;102;102;102;103;102;103;0;0;0;0;1;0;1;0;0;0;0;82;72;49;48;48;48;48;48;49;48;49;;82;72;49;48;48;48;48;48;49;48;82;154;203;251;299;347;395;443;492;540;589
406;TYZTJ00101;82;T;Y;Z;T;J;0;0;1;0;1;29;34;35;29;19;0;0;1;0;1;84;89;90;84;74;48;48;49;48;49;3S;3U;3Z;40;3U;3K;2U;2V;2W;2U;2V;136;138;143;144;138;128;102;103;104;102;103;3S;3U;3Z;40;3U;3K;2U;2U;2V;2U;2V;136;138;143;144;138;128;102;102;103;102;103;0;0;0;0;0;0;0;1;1;0;0;82;84;89;90;84;74;48;48;49;48;49;;82;84;89;90;84;74;48;48;49;48;82;166;255;345;429;503;551;599;648;696;745
407;17B0000101;83;1;7;B;0;0;0;0;1;0;1;1;7;11;0;0;0;0;1;0;1;49;55;66;48;48;48;48;49;48;49;3U;2W;32;3D;2V;2W;2V;2W;2X;2V;2W;138;104;110;121;103;104;103;104;105;103;104;3U;2W;32;3D;2V;2V;2V;2V;2W;2V;2W;138;104;110;121;103;103;103;103;104;103;104;0;0;0;0;0;1;0;1;1;0;0;83;49;55;66;48;48;48;48;49;48;49;;83;49;55;66;48;48;48;48;49;48;83;132;187;253;301;349;397;445;494;542;591
